,Rank,Release Group,Worldwide,Domestic,%,Foreign,%,imdb_id,movieDB_id,cast name and character
108,109,After We Fell,"$21,584,600","$2,170,750",10.1%,"$19,413,850",89.9%,tt13069986,744275.0,"Josephine Langford: Tessa Young
Hero Fiennes Tiffin: Hardin Scott
Louise Lombard: Trish Daniels
Chance Perdomo: Landon Gibson
Rob Estes: Ken Scott
Arielle Kebbel: Kimberly ""Kim"" Vance
Stephen Moyer: Christian Vance
Mira Sorvino: Carol Young
Frances Turner: Karen Scott
Kiana Madeira: Nora
Carter Jenkins: Robert
Atanas Srebrev: Richard Young
Anton Kottas: Smith Vance
Emmenuel Todorov: Mike
Velizar Nikolaev Biney: Dr. West
Matthew Hall: Bartender
Angela Sari: Lillian
Simon Fick: Foreboding Guy
Samantha Fries: Young Tessa
Ana Ivanova: Emery
Clive-Leviev Sawyer: Minister
"
109,110,Rurouni Kenshin: Final Chapter Part II - The Beginning,"$21,318,560",-,-,"$21,318,560",100%,tt11991748,672322.0,"Takeru Satoh: Kenshin Himura
Kasumi Arimura: Tomoe Yukishiro
Issey Takahashi: Kogoro Katsura
Nijiro Murakami: Soji Okita
Masanobu Ando: Shinsaku Takasugi
Kazuki Kitamura: Tatsumi
Yosuke Eguchi: Hajime Saito
Towa Araki: Enishi Yukishiro
Shima Onishi: Iizuka
Takahiro Fujimoto: Isami Kondo
Soko Wada: Toshizo Hijikata
Mansaku Ikeuchi: Katagai
Mayu Hotta: Ikumatsu
Makiko Watanabe: Landlady
Wataru Ichinose: Sumita
Kinari Hirano: Nakajo
Eita Okuno: Murakami
Eiki Narita: Mumyoi Yatsume
Masataka Kubota: Kiyosato Akita
Hoshi Ishida: Mochizuki Kameyata
"
110,111,Wish Dragon,"$21,120,000",-,-,"$21,120,000",100%,tt5562070,550205.0,"Jimmy Wong: Din (voice)
John Cho: Long (voice)
Constance Wu: Mom (voice)
Natasha Liu Bordizzo: Lina (voice)
Jimmy O. Yang: Short Goon / Security Guard 2 (voice)
Aaron Yoo: Pockets (voice)
Will Yun Lee: Dad (voice)
Bobby Lee: Tall Goon (voice)
Nico Santos: Buckley (voice)
Ronny Chieng: Pipa God (voice)
Ian Chen: Young Din (voice)
Sumalee Montano: Granny Neighbor / Cougar / Party Guest (voice)
David So: Construction Worker / Neighbor (voice)
Gustav Lindquist: Security Guard 1 & 3 / School Bully (voice)
Alexandre Chen: Various characters (voice)
"
111,112,Stillwater,"$19,672,073","$14,465,535",73.5%,"$5,206,538",26.5%,tt10696896,616651.0,"Matt Damon: Bill Baker
Abigail Breslin: Allison
Camille Cottin: Virginie
Lilou Siauvaud: Maya
Deanna Dunagan: Sharon
Anne Le Ny: Leparq
Moussa Maaskri: Dirosa
Robert Peters: Pastor
Idir Azougli: Akim
Eric Starkey: Senator
Justin France: Young Activist
Gary Sievers: Local Resident
Jake Washburn: Tool Pusher
Erin Herring: Local Crowd
Ginifer Ree: Reporter
Thomas Rivas: Bills Crew Member
Jay Dee: News Reporter
Ryan Music: Press Photographer
David C Tam: Devastated Resident
Dimitri Payet: Himself
Nassiriat Mohamed: 
Lisandro Boccacci: Airport Supervisor (uncredited)
Chris Tomneer: Policier restaurant
Paul Limonche: Policier restaurant
Ludovic Marchand: Policier restaurant
Philippe Callec: Policier restaurant
Jean-Pierre Taïeb: Policier restaurant
Berthélémy Giulj: Policier restaurant
Andrew Hooks: Bill's Crew (uncredited)
Kenda Henthorn: Neighbor (uncredited)
Ernie Robinson: Drive-In Patron (uncredited)
"
112,113,Les Tuche 4,"$19,259,766",-,-,"$19,259,766",100%,tt12847352,613335.0,"Jean-Paul Rouve: Jeff Tuche
Isabelle Nanty: Cathy Tuche
Claire Nadeau: Mamie Suze
Sarah Stern: Stéphanie Tuche
Pierre Lottin: Wilfried Tuche
Théo Fernandez: Donald Tuche
Michel Blanc: Jean-Yves
François Berléand: 
Christian Clavier: Le Père Noël
Melha Bedia: La Mère Noël
"
113,114,Dear Evan Hansen,"$19,023,625","$15,002,646",78.9%,"$4,020,979",21.1%,tt9357050,567690.0,"Ben Platt: Evan Hansen
Kaitlyn Dever: Zoe Murphy
Amy Adams: Cynthia Murphy
Danny Pino: Larry Mora
Julianne Moore: Heidi Hansen
Amandla Stenberg: Alana Beck
Nik Dodani: Jared Kalwani
Colton Ryan: Connor Murphy
DeMarius R. Copes: Oliver
Liz Kate: Gemma
Zoey Luna: Leila
Isaac Powell: Rhys
Marvin Leon: Skye
Hadiya Eshe': Cherise
Julia Chen Myers: Naomi
Gerald Caesar: Josh
Avery Bederman: Isabelle
Swift Rice: Mr. Howard
Tommy Kane: Greg
Aymee Garcia: Librarian
Mariana Alvarez: Mrs. G
Amelia McArthur: Partygoer
Dru Reel: Partygoer
Tess Aubert: ''You Will Be Found'' Performer
Robin Segal Skolnik: ''You Will Be Found'' Performer
Cecilia Balagot: ''You Will Be Found'' Performer
Zachary Willis: ''You Will Be Found'' Performer
J. Quinton Johnson: ''You Will Be Found'' Performer
Raquel McPeek Rodriguez: ''You Will Be Found'' Performer
Ryan Basch: ''You Will Be Found'' Performer
Grace Lu: ''You Will Be Found'' Performer
Lio Mehiel: ''You Will Be Found'' Performer
Tanushree Sekhri: ''You Will Be Found'' Performer
Marcel Logan: ''You Will Be Found'' Performer
Dominic Lauren: ''You Will Be Found'' Performer
Luis Waldstein-McCabe: ''You Will Be Found'' Performer
Maccie Margaret Chbosky: ''You Will Be Found'' Performer
Naomi Rubin: ''You Will Be Found'' Performer
Cameron J. Armstrong: ''You Will Be Found'' Performer
"
114,115,The Pioneer,"$18,900,000",-,-,"$18,900,000",100%,tt10128190,,
115,116,The Green Knight,"$18,888,418","$17,173,321",90.9%,"$1,715,097",9.1%,tt9243804,559907.0,"Dev Patel: Gawain
Alicia Vikander: Lady / Essel
Joel Edgerton: Lord
Sarita Choudhury: Mother
Sean Harris: King
Kate Dickie: Queen
Barry Keoghan: Scavenger
Erin Kellyman: Winifred
Ralph Ineson: Green Knight
Emilie Hetland: First Thief
Anthony Morris: Second Thief
Megan Tiernan: Princess / Gawain's Queen
Noelle Brown: Sharecropper's Wife
Youssef Quinn: Soldier #3
Aaron Edo: Soldier #2
Margeaux Wright: 
Tyrone Kearns: Noble
Helena Browne: Blindfolded Woman
Brendan Conroy: Taverngoer
Ethan Dillion: Soldier #1
Chris McHallem: Lord in Waiting
Atheena Frizzell: Younger Sister
Donncha Crowley: Bishop
Patrick Duffy: Gawain's Friend (uncredited)
Janet Grene: Townsfolk (uncredited)
Simone Haines: Townsfolk (uncredited)
Tyrone Kearns: Noble (uncredited)
Tom Leavey: Knight of the Round Table (uncredited)
Anaïs Rizzo: Helen
Joe Anderson: Paris
Nita Mishra: Older sister
Tara Mae: The middle sister
Emmett O'Brien: Magician
Sam Uppal Lynch: Prince Age 7
Adam Karim: Prince Age 17
Ruth Patel: Princess Age 4
Rose Patel: Princess Age 6
Rachel Quinn: Giant
"
116,117,Antlers,"$18,867,659","$10,619,670",56.3%,"$8,247,989",43.7%,tt7740510,516329.0,"Keri Russell: Julia Meadows
Jesse Plemons: Paul Meadows
Jeremy Thomas: Lucas Weaver
Graham Greene: Warren Stokes
Scott Haze: Frank Weaver
Sawyer Jones: Aiden Weaver
Rory Cochrane: Dan Lecroy
Amy Madigan: Principal Booth
Cody Davis: Clint Owens
Glynis Davies: Nurse Lorraine Byrd
Dorian Kingi: Antlered Man
Arlo Hajdu: Arlo Kebbins
Andy Thompson: Father Meadows
Jesse Downs: Harrison Crawford
Dendrie Taylor: Carol Reynolds
Katelyn Peterson: Young Julia Meadows
Charmaine Wilson: Market Cashier
Jay Brazeau: Dr. Francis
Lyla Marlow: Jasmine Drury
Emily Delahunty: Evie
"
117,118,Sinkhole,"$18,804,231",-,-,"$18,804,231",100%,tt12664618,623135.0,"Cha Seung-won: Man-soo
Kim Sung-kyun: Dong-won
Lee Kwang-soo: Manager Kim
Kim Hye-jun: Eun-joo
Nam Da-reum: Seung-tae
Kim Hong-pa: Director Seo
Ko Chang-seok: Fire chief
Kwon So-hyun: Yeong-e
Kim Jae-hwa: Ms. 301
Na Chul: Min-jun
Jung Young-sook: Grandma
Han Hye-rin: Hyo-jung
Jeong Yun-ha: Mother
Lee Hak-joo: Manager Jung
Jang Gwang: Grandpa
Park Ok-chul: Seong-hoon's mother
"
118,119,Mobile Suit Gundam: Hathaway,"$18,731,309",-,-,"$18,731,309",100%,tt13288678,685274.0,"Kensho Ono: Hathaway Noa (voice)
Reina Ueda: Gigi Andalucia (voice)
Junichi Suwabe: Kenneth Sleg (voice)
Soma Saito: Lane Aim (voice)
Atsumi Tanezaki: Mace Flower
Kenjiro Tsuda: Gawman Nobile
Toru Furuya: Amuro (voice)
"
119,120,The Stronghold,"$18,066,143",-,-,"$18,066,143",100%,tt10404944,637534.0,"Gilles Lellouche: Greg Cerva
François Civil: Antoine
Karim Leklou: Yass
Adèle Exarchopoulos: Nora
Cyril Lecomte: Jérôme
Kenza Fortas: Amel
Michaël Abiteboul: Jacques
Idir Azougli: Kevin
Vincent Darmuzey: Stéphane
Jean-Yves Berteloot: Yvon
Kaïs Amsis: Le gamin voleur
Foued Nabba: Homme TMAX Castellane (as Foued Nabbad dit Kofs)
Abdellah Khoulalene: Homme Cayenne 1
Jacques Kounta: Homme Cayenne 2
"
120,121,Bo Gia,"$17,480,489","$350,000",2%,"$17,130,489",98%,tt13925862,787459.0,"Trấn Thành: Ba Sang
Tuấn Trần: Quắn
Ngân Chi: Bù Tọt
Ngọc Giàu: Hai Giàu
Lê Giang: Cẩm Lệ
Hoàng Mèo: Tư Phú
Lan Phương: thím Ánh
"
121,122,The Dry,"$17,392,594","$364,237",2.1%,"$17,028,357",97.9%,tt5144174,567797.0,"Eric Bana: Aaron Falk
Genevieve O'Reilly: Gretchen Schoner
Keir O'Donnell: Greg Raco
John Polson: Scott Whitlam
Matt Nable: Grant Dow
Eddie Baroo: McMurdo
Martin Dingle Wall: Luke Hadler
Julia Blake: Barb Hadler
Bruce Spence: Gerry Hadler
BeBe Bettencourt: Ellie Deacon
Jeremy Lindsay Taylor: Erik Falk
Miranda Tapsell: Rita Raco
Renee Lim: Sandra Whitlam
James Frecheville: Sullivan
William Zappa: Mal Deacon
Nick Farnell: Sergeant O'Connell
Joe Klocek: Young Aaron
Sam Corlett: Young Luke
Renee Lim: Sandra
Claude Scott-Mitchell: Young Gretchen
Kameron Hood: Criminal
Bessie Holland: Sally
Francine McAsey: Amanda
Stephanie Halmshaw: Waitress
Maude Davey: Helen
"
122,123,Parallel Mothers,"$17,272,691","$1,998,623",11.6%,"$15,274,068",88.4%,tt12618926,766798.0,"Penélope Cruz: Janis
Milena Smit: Ana
Israel Elejalde: Arturo
Aitana Sánchez-Gijón: Teresa
Rossy de Palma: Elena
Julieta Serrano: Brígida
Arantxa Aranguren: 
Adelfa Calvo: 
José Javier Domínguez: 
Carmen Flores: 
Trinidad Iglesias: 
Inma Ochoa: 
Ana Peleteiro: 
Daniela Santiago: 
Chema Adeva: 
Luna Auria Contreras: 
"
123,124,Gintama: The Final,"$17,252,960",-,-,"$17,252,960",100%,tt10766468,732203.0,"Tomokazu Sugita: Gintoki Sakata (voice)
Daisuke Sakaguchi: Shinpachi Shimura (voice)
Rie Kugimiya: Kagura (voice)
Kazuya Nakai: Toushirou Hijikata (voice)
Akira Ishida: Kotarou Katsura (voice)
Kenichi Suzumura: Sougo Okita (voice)
Fumihiko Tachiki: Taizou Hasegawa (voice)
Takehito Koyasu: Shinsuke Takasugi (voice)
Satoshi Hino: Kamui (voice)
"
124,125,Railway Heroes,"$17,223,542",-,-,"$17,223,542",100%,tt13859694,889227.0,"Zhang Hanyu: 
Fan Wei: 
Vision Wei: 
Zhou Ye: 
Yu Haoming: 
Guo Mingyu: 
"
125,126,Upon the Magic Roads,"$15,990,882",-,-,"$15,990,882",100%,tt11390180,576784.0,"Anton Shagin: Ivan-Durak
Pavel Derevyanko: The Little Humpbacked Horse (voice)
Mikhail Efremov: king
Paulina Andreeva: princess
Yan Tsapnik: sleeping bag
Oleg Taktarov: general
Lyaysan Utyasheva: Firebird (voice)
Aleksandr Semchev: Whale (voice)
Vladimir Dikun: sagittarius
Vitaly Kopnin: herald
Ekaterina Baygozina: damsel
Alina Nedobitko: Russian beauty
Pavel Stont: 
Yuriy Zharavin: 
Andrey Feskov: 
Vitaliya Kornienko: 
Evgeny Kapitonov: 
Ilya Borisov: 
Sergey Byzgu: 
Georgi Pitskhelauri: 
Tatyana Polonskaya: 
Yuliya Zorkina: 
Lyudmila Grigorash: 
Lyubov Makeeva: 
Tatyana Zakharova: 
Natalya Fateeva: 
Aleksandr Lushin: 
"
126,127,Reminiscence,"$15,800,193","$3,900,193",24.7%,"$11,900,000",75.3%,tt3272066,579047.0,"Hugh Jackman: Nicolas 'Nick' Bannister
Rebecca Ferguson: Mae
Thandiwe Newton: Emily 'Watts' Sanders
Cliff Curtis: Cyrus Booth
Marina de Tavira: Tamara Sylvan
Daniel Wu: Saint Joe
Mojean Aria: Sebastian Sylvan
Brett Cullen: Walter Sylvan
Natalie Martinez: Avery Castillo
Angela Sarafyan: Elsa Carine
Javier Molina: Hank
Sam Medina: Falks
Norio Nishimura: Harris
Roxton Garcia: Freddie
Giovannie Cruz: Cindy
Woon Young Park: Burly Bouncer
Han Soto: Wesley Humphrey
Rey Hernandez: Harry
Gabrielle Echols: Titch
Andrew Masset: Butler
Nico Parker: Zoe
Barbara Bonilla: Frances
Jules Hartley: Hooker
Jorge Longoria: Lorenzo
Ivan Mbakop: Sunburnt Man
Jeff Brockton: Sylvan Guard
Michael Papajohn: Sylvan Guard
Claire Lanay: Protestor
Aria Castillo: Protestor
Roger Magee: Protestor
René Mena: Man on Porch
Enrique Abada: Man on Porch
Laci Broussard: New Mom
Shawn Carter Peterson: Coconut Club Pianist
Thomas Francis Murphy: Armin
Jean Claude Leuyer: Massive Prisoner
Teri Wyble: Angela
Autumn Dial: Receptionist
Renes Rivera: Coconut Club Bouncer
Myles Humphus: Moe
"
127,128,The Wolf and the Lion,"$15,783,353","$1,374,995",8.7%,"$14,408,358",91.3%,tt10945288,780382.0,"Molly Kunz: Alma
Graham Greene: Joe
Charlie Carrick: Eli
Derek Johns: Charles
Rebecca Croll: Ysae
Rhys Slack: Rapha
Evan Buliung: Alan
Daniel Brochu: Mitchell
Victor Cornfoot: Jack
Paula Costain: Doctor
Daniel Esteban: 
"
128,129,Your Turn to Kill,"$15,476,242",-,-,"$15,476,242",100%,tt15034594,915295.0,"Tomoyo Harada: Nana Tezuka
Kei Tanaka: Shota Tezuka
Nanase Nishino: Sawa Kuroshima
Ryusei Yokohama: Shinobu Nikaido
Kodai Asaka: Masato Kamiya
Nao: Mikiha Ono
Maho Yamada: Akane Kinoshita
Kana Mikura: Yoko Ishizaki
Miho Kanazawa: Shini
Karen Otomo: Airi Senou
Yoshiyuki Tsubokura: Toshiaki Kojima
Masaki Nakao: Ryo Kakinuma
Ryosuke Koike: Yuki Eto
Ikumi Isaka: Kuon
Towa Araki: Soichi Enomoto
Kou Maehara: Rentaro Yomogida
Yuhei Ouchida: Tatsuo Uchiyama
Balvir S: Ikubaru
Yoshihiko Hakamada: Yuzuru Kuzumi
Jin Katagiri: Atsushi Fujii
Sei Matobu: Sumika Kitagawa
Soko Wada: Jun Nishimura
Toru Nomaguchi: Asao Hosokawa
Sarutoki Minagawa: Yoji Mizuki
Tetsushi Tanaka: Masakazu Minami
Yuu Tokui: Goro Akaike
Yoji Tanaka: Keisuke Ukita
Satomi Nagano: Kimiko Tamiya
Masanobu Sakata: Masashi Enomoto
Hisako Ookata: Sachiko Akaike
Rie Minemura: Misato Akaike
Naoto Takenaka: Hiroshi Tokoshima
Tae Kimura: Sanae Enomoto
Katsuhisa Namase: Junichiro Tamiya
"
129,130,The Night House,"$15,437,703","$7,100,581",46%,"$8,337,122",54%,tt9731534,547565.0,"Rebecca Hall: Beth
Sarah Goldberg: Claire
Vondie Curtis-Hall: Mel
Evan Jonigkeit: Owen
Stacy Martin: Madelyne
David Abeles: Gary
Christina Jackson: Heather
Patrick Klein: Bob
Crystal Swan: Principal
Catherine Weidner: Teacher
Laura Austin: Relative
Jacob Garrett White: Clerk
Samantha Buck: Becky
Lydia Hand: Woman in Pink
Lea Enslin: Woman in White
Amy Zubieta: Woman in Green
Allie McCulloch: Woman in Red
Andy Rich: Collaborator (uncredited)
Amber Anne: Bridesmaid / Bar Patron (uncredited)
"
130,131,Minari,"$15,322,552","$3,110,580",20.3%,"$12,211,972",79.7%,tt10633456,615643.0,"Steven Yeun: Jacob
Han Yeri: Monica
Youn Yuh-jung: Soonja
Will Patton: Paul
Alan Kim: David
Noel Kate Cho: Anne
Scott Haze: Billy
Darryl Cox: Mr. Harlan
Esther Moon: Mrs. Oh
Ben Hall: Dowsing Dan
Eric Starkey: Randy Boomer
Jacob Wade: Johnnie
James Carroll: Brother Roy
Jenny Phagan: Bonnie
Tina Parker: Debbie
Chloe Lee: June
Joel Telford: Older Kid
Kaye Brownlee-France: Lab Tech
Skip Schwink: Doctor
Tea Oh: Grocery Store Owner
Debbi Tucker: Hospital visitor (uncredited)
Ed Spinelli: Church Member (uncredited)
Ernie Robinson: Church Member (uncredited)
"
131,132,Something About Love,"$15,204,017",-,-,"$15,204,017",100%,tt10553438,758585.0,"Barbara Sloesen: Isa
Jim Bakkum: Ruben
Frederik Brom: Hugo
Soy Kroon: Stijn
Abbey Hoes: Tamara
Liza Sips: Floor
Jamie Grant: Daphne
Sarah Chronis: Marleen
Rienus Krul: Dicky
Pim Wessels: Robin
"
132,133,Anita,"$15,026,604","$556,632",3.7%,"$14,469,972",96.3%,tt0069718,47397.0,"Christina Lindberg: Anita
Stellan Skarsgård: Erik
Danièle Vlaminck: Mother
Michel David: Father
Erika Wickman: Sister
Ewert Granholm: Glazier
Arne Ragneborn: Man at Library
Per Mattsson: Artist
Jörgen Barwe: Professor Lundbeck
Jan-Olof Rydqvist: Schoolteacher #1
Thore Segelström: Schoolteacher #2
Berit Agedal: Social Worker
"
133,134,The Tomorrow War,"$14,400,000",-,-,"$14,400,000",100%,tt9777666,588228.0,"Chris Pratt: Dan Forester
Yvonne Strahovski: Colonel Muri Forester
J.K. Simmons: James Forester
Betty Gilpin: Emmy Forester
Sam Richardson: Charlie
Edwin Hodge: Dorian
Jasmine Mathews: Lt. Hart
Ryan Kiera Armstrong: Young Muri Forester
Keith Powers: Major Greenwood
Mary Lynn Rajskub: Norah
Mike Mitchell: Cowan
Jared Shaw: Tank
Alexis Louder: Diablo
Rose Bianco: Rose
Seychelle Gabriel: Sgt. Diaz
Alan Trong: Lt. Tran
Chibuikem Uche: Lt. Ikemba
David Maldonado: Dodd
Kasandra Bandfield: Lawyer Draftee
Gregory Weeks: Hard Working Draftee
Keith Brooks: Broken Back Draftee
Rad Daly: Sad Draftee
Jim Palmer: Truck Driver Draftee
Dean Feldman: Teacher Draftee
Desiree Supernaugh: Tank Top Draftee
Dave Parra: Draftee Angel
Michelle Rivera: Jodie
Kiley Casciano: Yoga Teacher Alexis
Barb Willis: Draftee #1
April Knox: Draftee #2
Matthew Cornwell: Frank
Patrick Malone: Kyle
Clark Sarullo: Traci
Ashlyn Moore: Katie
Patrick Fleming: Ben
Alicia Cuthbertson: Concerned Mom
Terrence Smith: MEPS Tech Officer Sam
Felisha Terrell: Conscription Officer Lauren Paveza
Gissette E. Valentin: Conscription Officer Taylor Dean
Nikki Mejia: Viper One Pilot
Roger Barton: Viper One Radio (voice)
Eric Graise: Terry
Zachary James Rukavina: Veteran Palo
Angel Giuffria: Veteran Susan
Seth Schenall: Martin
Piper Collins: Chelsea
Joshua Israel: Jayden
Amere Stewart: Tina
Caden Graham: Ted
Mia Naipaul: Jump Command Engineer
DJames Jones: Army Officer (F.O.B.)
Christina Bach: FOB Soldier
Andrea Andrade: Medic
Gary Weeks: News Reporter #1
Gabrielle Byndloss: News Reporter #3
Kenneth Israel: News Reporter #3
Melissa Saint-Amand: News Reporter #4
La'Toya Kirkland: La'Toya
Amanda Hatfield: Samantha
Shane Berengue: Military (uncredited)
Gloria Bishop: Draftee (uncredited)
Nicole L. Campbell: Neighbor at Christmas Party (uncredited)
Conrad Carpenter: Raptor 1 Pilot (uncredited)
Shawn Ray Cartel: Intelligence Soldier (uncredited)
Adriana Catalano: Future Soldier (uncredited)
Christopher Cocke: Draftee (uncredited)
Nathan W. Collins: Future Special Forces Soldier (uncredited)
Nic Curtis: Protester (uncredited)
Chris TC Edge: Special Forces Sgt. Major (uncredited)
Jason m Edwards: Officer (uncredited)
Darin Ferraro: Military Trainee (uncredited)
Reese Giles: World Cup Fan (uncredited)
Clyde C Harris: Larry Sutton Draftee (uncredited)
Christopher Holloway: Lieutenant Marks (uncredited)
Stacy Johnson: Sister (uncredited)
Jeannie Ledford: Future Military (uncredited)
Damon LeGrand: Protester (uncredited)
Eeryn Falk Lubicich: Draftee (uncredited)
Bryan Metoyer: Draftee (uncredited)
Tommy O'Brien: Protester / Husband (uncredited)
Rahiem Riley: Draftee (uncredited)
Eric Daniel Stumpp: Draftee (uncredited)
Robert Tinsley: Military Lab Tech (uncredited)
Jamie Urena: Future Soldier (uncredited)
Olaolu Winfunke: Captain Woods (uncredited)
Perry Zulu Jr.: Special Forces (uncredited)
"
134,135,"And, the Baton Was Passed","$14,368,469",-,-,"$14,368,469",100%,tt14605210,853731.0,"Satomi Ishihara: Rika
Nao Omori: Mito
Mei Nagano: Yuko Morimiya
Kei Tanaka: Morimiya
Kenshi Okada: Kento Hayase
Masachika Ichimura: Gahara Izumi
Kurumi Inagaki: Miitan
"
135,136,Cry Macho,"$14,340,402","$10,310,734",71.9%,"$4,029,668",28.1%,tt1924245,749274.0,"Clint Eastwood: Mike Milo
Eduardo Minett: Rafo
Natalia Traven: Marta
Dwight Yoakam: Howard Polk
Fernanda Urrejola: Leta
Horacio García Rojas: Aurelio
Marco Rodríguez: Porfirio
Paul Alayo: Sergeant. Perez
Brytnee Ratledge: Hippie Girl #1
Amber Lynn Ashley: Hippie Girl
Alexandra Ruddy: Hippie Girl
Sebestien Soliz: Worker
Daniel V. Graulau: Mexican Border Officer
Abiah Martinez: 
Ramona Thornton: 
Elida Munoz: 
Cesia Isabel Rosales: 
Jorge-Luis Pallo: 
Ana Rey: 
Rocko Reyes: 
Ruben Barela: 
Gianni Calchetti: 
Rob Estrada: 
Darlene Kellum: 
Fausto Olmos Rentería: 
"
136,137,99.9 Criminal Lawyer: The Movie,"$14,269,321",-,-,"$14,269,321",100%,tt15434284,923526.0,"Jun Matsumoto: Hiroto Miyama
Teruyuki Kagawa: Atsuhiro Sada
Hana Sugisaki: Honoka Kono
Hidetoshi Nishijima: Kyohei Nagumo
Aju Makita: Eri Nagumo
Fumino Kimura: Maiko Ozaki
Nana Eikura: Ayano Tachibana
Ittoku Kishibe: Haruhiko Madarame
Munetaka Aoki: Takahisa Maruyama
Tsurube Shofukutei: Ken'ichiro Kawakami
Eiji Okuda: Shuichi Otomo
"
137,138,Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,"$14,059,824",-,-,"$14,059,824",100%,tt13642590,795564.0,"Yumiko Kobayashi: Shinnosuke Nohara (voice)
Tamao Hayashi: Nene Sakurada (voice)
Teiyū Ichiryūsai: Masao Sato (voice)
Satomi Korogi: Himawari Nohara (voice)
Mari Mashiba: Toru Kazama / Shiro (voice)
Toshiyuki Morikawa: Hiroshi Nohara (voice)
Miki Narahashi: Misae Nohara (voice)
Chie Satō: Bo (voice)
"
138,139,Sword Art Online: Progressive - Aria of a Starless Night,"$13,846,832","$1,050,000",7.6%,"$12,796,832",92.4%,tt13424422,761898.0,"Yoshitsugu Matsuoka: Kazuto ""Kirito"" Kirigaya (voice)
Haruka Tomatsu: Asuna Yuuki (voice)
Inori Minase: Mito (voice)
Koichi Yamadera: Akihiko Kayaba (voice)
Hiroki Yasumoto: Andrew Gilbert ""Agil"" Mills (voice)
Nobuyuki Hiyama: Diabel (voice)
Rina Hidaka: Silica (voice)
"
139,140,Christmas with the Chosen: The Messengers,"$13,728,000","$13,728,000",100%,-,-,tt15772866,905068.0,"Sara Ann Burciaga: Mary
Raj Bond: Joseph
Phil Wickham: Self
Joel Smallbone: Self
Luke Smallbone: Self
Brandon Lake: Self
Brandon Lake: Self
Madison Cain Johnson: Self
Logan Cain: Self
"
140,141,OSS 117: From Africa with Love,"$13,436,786",-,-,"$13,436,786",100%,tt7972012,604563.0,"Jean Dujardin: Hubert Bonisseur de la Bath / OSS 117
Pierre Niney: Serge / OSS 1001
Wladimir Yordanoff: Armand Lesignac
Fatou N'Diaye: Zéphyrine Bamba
Natacha Lindinger: Micheline Pierson
Gilles Cohen: Roland Lépervier
Pol White: Léon Nkomo
Brice Fournier: Le broussard
Bruno Paviot: Moulinier
Karim Barras: Jacquard
Jean-Édouard Bodziak: Calot
Benoît Joubert: Martichou
Nicolas Bedos: Un homme à l’Hôtel Moderne
Frédéric Vallet: Un membre du gang de Lépervier
Martial Courcier: Jean-Loup
Marie-Gaëlle Cals: Chantal
Emile Abossolo M'bo: Pamplemousse
"
141,142,Hostage: Missing Celebrity,"$13,125,970",-,-,"$13,125,970",100%,tt14941222,602463.0,"Hwang Jung-min: Hwang Jung-min
Kim Jae-bum: Choi Gi-wan
Lee You-mi: Ban So-yeon
Ryu Kyung-soo: Yeom Dong-hoon
Lee Ho-jung: Saet-byeol
Cho Gyeong-hyeon: Manager
Shin Hyeon-jong: Police Kwak
Back Joo-hee: Police Oh
Park Sung-woong: Self
Park Kyung-lim: Self
Ryoo Seung-bum: Self
Yoo Hae-jin: Self
Jeon Do-yeon: Self
Lee Sung-min: Self
Ju Ji-hoon: Self
Lim Chul-soo: Bang-ga
"
142,143,Eiffel,"$13,096,756",-,-,"$13,096,756",100%,tt10366514,655082.0,"Romain Duris: Gustave Eiffel
Emma Mackey: Adrienne Bourgès
Pierre Deladonchamps: Antoine Restac
Armande Boulanger: Claire Eiffel
Andranic Manet: Adolphe Salles
Alexandre Steiger: Jean Compagnon
Philippe Hérisson: Edouard Lockroy
Jérémie Petrus: Edmond
Jérémy Lopez: Maurice Koechlin
Frédéric Merlo: Georges
Damien Zanoly: Émile Nouguier
Clémence Boué: Madame Lockroy
Julien Sarazin: Ouvrier boîte à sable 11
Josselin Baillarguet: Silhouette
Michèle Clément: Bougeoise
Juliette Blanche: Amie d'Adrienne
Sophie Fougère: Mme Bourgès
Philippe Richardin: Membre du conseil
Matthieu Piriou: Ouvrier
Stéphane Page: Invité Bourgès 2
Aurélien Luzeux: Ouvrier acrobate Tour Eiffel
Aurélia Frachon: Vendeuse de fleurs au Parc Monceau
Philippe Saïd: Membre du conseil
Dominique Pozzetto: L'huissier du Ministère
Benoît de Gaulejac: Les Banquiers
Hervé Masquelier: Les Banquiers
Joseph Rezwin: R. Milligan McLane
David Olivier Fischer: Acteur
"
143,144,Vakeel Saab,"$13,056,490",-,-,"$13,056,490",100%,tt8269248,673732.0,"Pawan Kalyan: Konidela Satyadev
Prakash Raj: Nandaji
Shruti Haasan: Satyadev's Wife
Nivetha Thomas: Vemula Pallavi
Anjali: Zareena
Ananya Nagalla: Divya Nayak
Mukesh Rishi: 
Dev Gill: 
Vamsi Krishna: Vamsi
Chakrapani Ananda: 
Srikanth Iyengar: CI Yugandher
Kancharapalem Raju: 
"
