,Rank,Release Group,Worldwide,Domestic,%,Foreign,%,imdb_id,movieDB_id,cast name and character
27,28,Peter Rabbit 2: The Runaway,"$153,901,717","$40,501,717",26.3%,"$113,400,000",73.7%,tt8376234,522478.0,"James Corden: Peter Rabbit (voice)
Rose Byrne: Bea
Domhnall Gleeson: Mr. Thomas McGregor
David Oyelowo: Nigel Basil-Jones
Margot Robbie: Flopsy (voice)
Elizabeth Debicki: Mopsy (voice)
Lennie James: Barnabas (voice)
Aimee Horne: Cotton-tail (voice)
Colin Moody: Benjamin Bunny (voice)
Sia: Mrs. Tiggy-Winkle (voice)
Hayley Atwell: Mittens (voice)
Damon Herriman: Tom Kitten (voice)
Rupert Degas: Samuel Whiskers / Little Pig Robinson (voice)
Ewen Leslie: Pigling Bland (voice)
Sam Neill: Tommy Brock (voice)
David Wenham: Johnny Town-Mouse (voice)
Will Reichelt: JW Rooster III (voice)
Matt Villa: Felix D’eer (voice)
Stewart Alves: Mr. Tod (voice)
Tim Minchin: Busker K. Bushy, Esq.
"
28,29,House of Gucci,"$152,114,574","$53,809,574",35.4%,"$98,305,000",64.6%,tt11214590,644495.0,"Lady Gaga: Patrizia Reggiani
Adam Driver: Maurizio Gucci
Jared Leto: Paolo Gucci
Jeremy Irons: Rodolfo Gucci
Al Pacino: Aldo Gucci
Salma Hayek: Giuseppina ""Pina"" Auriemma
Jack Huston: Domenico De Sole
Camille Cottin: Paola Franchi
Reeve Carney: Tom Ford
Mădălina Diana Ghenea: Sophia Loren
Youssef Kerkour: Nemir Kirdar
Florence Andrews: Jenny Gucci
Mia McGovern Zaini: Alessandra Gucci
Vincent Riotta: Fernando Reggiani
Eva Moore: Chalet Guest
Mehdi Nebbou: Saïd
Andrea Piedimonte Bodini: Ivano Savioni
Edouard Philipponnat: Walter
Bianca Nappi: Clerk
Gianpiero Pumo: Waiter
Livio Beshir: Stall Street Holder
Miloud Mourad Benamara: Omar
Mario Opinato: Patrizia's Father
Luca Chikovani: Fashionista
Andrea Bruschi: Porter
Dante Alba: Fashionista
Alexia Murray: Silvana Reggiani
Johanna Santos: Paolo's Model
Gaetano Bruno: Franco
Vincenzo Tanassi: Benedetto Ceraulo
Mauro Lamantia: Max
Nicole Bani Sarkute: Alessandra (3 Years Old)
Clelia Rossi Marcelli: Alessandra (Teenager)
Pietro Ragusa: Count Sarzana
Alessandro Pess: Reggiani Trucker
Al Mariotti: Reggiani Trucker
Daniele Monterosi: Tax Cop
"
29,30,A Writer's Odyssey,"$150,123,320","$160,013",0.1%,"$149,963,307",99.9%,tt9685342,611698.0,"Lei Jiayin: Guan Ning
Yang Mi: Tu Ling
Dong Zijian: Lu Kong Wen
Yu Hewei: Li Mo
Tong Liya: Prajna
Guo Jingfei: Hei Jia
Yi Yang: Chi Faghui
Liu Tianzuo: Dian Nan
Dong Jie: Xiao Yu
Li Taiyan: Scholar
Eric Zhang: Dr Li Mo
Eric Hsiao: Cat Man
"
30,31,The Boss Baby: Family Business,"$146,745,280","$57,300,280",39%,"$89,445,000",61%,tt6932874,459151.0,"Alec Baldwin: Theodore Templeton (voice)
James Marsden: Tim Templeton (voice)
Amy Sedaris: Tina Templeton (voice)
Jeff Goldblum: Dr. Armstrong (voice)
Eva Longoria: Carol Templeton (voice)
Lisa Kudrow: Janice Templeton (voice)
Jimmy Kimmel: Ted Templeton (voice)
Ariana Greenblatt: Tabitha Templeton (voice)
James McGrath: Wizzie (voice)
Raphael Alejandro: Nathan (voice)
Serenity Reign Brown: Meghan (voice)
David Soren: Jimbo (voice)
Molly K. Gray: Creepy Girl (voice)
Ashlyn Lundahl: 'No' Girl (voice)
Tom McGrath: Dr. Tiffany Hamilton (voice)
Reyn Doi: Box Kid (voice)
Walt Dohrn: Baby Bouncer (voice)
April Lawrence: Acorn Center Computer (voice)
Miles Bakshi: Young Tim Voice-Over (voice)
Marjorie Cohn: Pageant Mom 2 (voice) (as Margie Cohn)
Nicholas Gist: Les triplés (voice)
Collin Erker: Enfant temps mort (voice)
Kristin Lowe: Maman spectacle 1 (voice)
Margie Cohn: Maman spectacle 2
Connor Albrecht: Dreidel Kid (voice)
"
31,32,PAW Patrol: The Movie,"$144,327,371","$40,127,371",27.8%,"$104,200,000",72.2%,tt11832046,675445.0,"Iain Armitage: Chase (voice)
Lilly Bartlam: Skye (voice)
Will Brisbin: Ryder (voice)
Ron Pardo: Humdinger / Turbot (voice)
Marsai Martin: Liberty (voice)
Yara Shahidi: Kendra Wilson (voice)
Kim Kardashian West: Delores (voice)
Randall Park: Butch (voice)
Dax Shepard: Ruben (voice)
Jimmy Kimmel: Marty Muckracker (voice)
Tyler Perry: Gus (voice)
Saara Chaudry: Daughter (voice)
Raoul Bhaneja: (voice)
Monique Alvarez: Carmen (voice)
Keegan Hedley: Rubble (voice)
Callum Shoniker: Rocky (voice)
Kingsley Marshall: Marshall (voice)
Shayle Simons: Zuma (voice)
"
32,33,Tom & Jerry: The Movie,"$133,336,687","$46,536,687",34.9%,"$86,800,000",65.1%,tt5057054,,
33,34,Be Somebody,"$132,326,283",-,-,"$132,326,283",100%,tt5512872,397517.0,"Matthew Espinosa: Jordan Jaye
Sarah Jeffery: Emily Lowe
Allison Paige: Jessica
Caitlin Keats: Karen Lowe
LaMonica Garrett: Richard Lowe
Mahaley Patel: Kelsey
Liana Ramirez: Teenage Fangirl
Trista Nabors: Teenage Fangirl
Mason McCulley: Toby
"
34,35,Halloween Kills,"$131,647,155","$92,002,155",69.9%,"$39,645,000",30.1%,tt10665338,610253.0,"Jamie Lee Curtis: Laurie Strode
Judy Greer: Karen Nelson
Andi Matichak: Allyson Nelson
James Jude Courtney: The Shape
Nick Castle: The Shape
Airon Armstrong: The Shape (1978)
Will Patton: Frank Hawkins
Thomas Mann: Young Hawkins
Jim Cummings: Pete McCabe
Dylan Arnold: Cameron Elam
Robert Longstreet: Lonnie Elam
Anthony Michael Hall: Tommy Doyle
Charles Cyphers: Leigh Brackett
Scott MacArthur: Big John
Michael McDonald: Little John
Ross Bacon: Tivoli
Kyle Richards: Lindsey Wallace
Nancy Stephens: Marion Chambers
Diva Tyler: Sondra
Brian Mays: Brian the Bartender
Lenny Clarke: Phil
Michael Smallwood: Marcus
Carmela McNeal: Vanessa
Omar J. Dorsey: Sheriff Barker
Damien Lee: Concerned Brother
Salem Collins: Christy
Giselle Witt: Mindy
J. Gaven Wilde: Dennis
Tom Jones Jr.: Dr. Samuel Loomis
Colin Mahan: Dr. Samuel Loomis (voice)
Brian F. Durkin: Deputy Graham
Tristian Eggerling: Young Lonnie Elam
Drew Scheid: Oscar
Holli Saperstein: Oscar's Mom
Ryan Lewis: Deputy Sullivan
Jacob Keohane: Deputy Tobias
Charlie Benton: Officer Richards
Christian Michael Pates: Young Michael Myers
Jibrail Nantambu: Julian
P.J. Soles: Lynda
Bob Odenkirk: Bob
Nancy Kyes: Annie Brackett (archive footage) (uncredited)
Tony Moran: Michael Myers (1978) (archive footage) (uncredited)
Haluk Bilginer: Dr. Ranbir Sartain (archive footage) (uncredited)
Jacob Normyle: Extra
"
35,36,Raya and the Last Dragon,"$130,423,032","$54,723,032",42%,"$75,700,000",58%,tt5109280,527774.0,"Kelly Marie Tran: Raya (voice)
Awkwafina: Sisu (voice)
Izaac Wang: Boun (voice)
Gemma Chan: Namaari (voice)
Daniel Dae Kim: Benja (voice)
Benedict Wong: Tong (voice)
Jona Xiao: Young Namaari (voice)
Sandra Oh: Virana (voice)
Thalia Tran: Little Noi (voice)
Lucille Soong: Dang Hu (voice)
Alan Tudyk: Tuk Tuk (voice)
Dichen Lachman: General Atitaya / Spine Warrior (voice)
Patti Harrison: Tail Chief (voice)
Sung Kang: Dang Hai (voice)
Ross Butler: Spine Chief (voice)
François Chau: Wahn (voice)
Paul Yen: Merchant (voice)
"
36,37,Sister,"$128,317,206",-,-,"$128,317,206",100%,tt2062969,102000.0,"Kacey Mottet Klein: Simon
Léa Seydoux: Louise
Martin Compston: Mike
Gillian Anderson: Kristin Jansen
Jean-François Stévenin: The chef
Yann Trégouët: Bruno
Gabin Lefebvre: Marcus
Magne-Håvard Brekke: The violent skier
Antonio Troilo: The driver of the minibus
Luca May: The baby
"
37,38,The King's Man,"$125,867,883","$37,175,494",29.5%,"$88,692,389",70.5%,tt6856242,476669.0,"Ralph Fiennes: Orlando Oxford
Harris Dickinson: Conrad Oxford
Gemma Arterton: Polly
Rhys Ifans: Grigori Rasputin
Djimon Hounsou: Shola
Matthew Goode: Morton
Tom Hollander: King George / Kaiser Wilhelm / Tsar Nicholas
Daniel Brühl: Erik Jan Hanussen
Charles Dance: Kitchener
Aaron Taylor-Johnson: Archie Reid
Stanley Tucci: United States Ambassador
Robert Aramayo: Sergeant Major Atkins
Ross Anderson: Corporal Johnstone
Alexandra Maria Lara: Emily Oxford
Neil Jackson: Captain Forrest
Alison Steadman: Rita
Martin Razpopov: Sarajevo Prison Warden
Olivier Richters: Huge Machinery Shack Guard
Branka Katić: Tsarina Alix
Maja Simonsen: Pretty Girl
Stevee Davies: Young Codebreaker
Connor Calland: British Soldier #4
Alexander Shaw: Young Conrad
Bevan Viljoen: Boer Sniper
Shaun Scott: Kingsman Tailor #1
Andrew Bridgmont: Kingsman Tailor #2
Rosie Goddard: Grand Duchess Anastasia
Valerie Pachner: Mata Hari
Joel Basman: Gavrilo Princip
Todd Boyce: Dupont
Ron Cook: Archduke Franz Ferdinand of Austria
Barbara Drennan: Sophie, Duchess of Hohenberg
August Diehl: Vladimir Lenin
Nigel Lister: Arthur Zimmermann
Ian Kelly: President Woodrow Wilson
David Calvitto: Vice President
Emun Elliott: Sergeant Major
David Kross: Moustached Man
Katarina Martin: Housekeeper (uncredited)
Kya Garwood: Maid (uncredited)
Constantine Gregory: Mayor of Sarajevo (uncredited)
Hal Fowler: Russian General (uncredited)
Renars Latkovskis: Shepherd (uncredited)
Jack Cunningham-Nuttall: Bath Boy (uncredited)
Albert Giannitelli: Dead Body (uncredited)
Chloé Booyens: Soldier (uncredited)
Dora Davis: Grand Duchess Maria
"
38,39,The Addams Family 2,"$119,815,153","$56,489,153",47.1%,"$63,326,000",52.9%,tt11125620,639721.0,"Oscar Isaac: Gomez Addams (voice)
Charlize Theron: Morticia Addams (voice)
Javon Walton: Pugsley Addams (voice)
Chloë Grace Moretz: Wednesday Addams (voice)
Nick Kroll: Uncle Fester (voice)
Snoop Dogg: It (voice)
Bette Midler: Grandma (voice)
Bill Hader: Cyrus Strange (voice)
Wallace Shawn: Mr. Mustela (voice)
Conrad Vernon: Lurch / Spirit of the House (voice)
Brian Sommer: Big Bad Ronny (voice)
Courtenay Taylor: Girl in Water (voice)
Cherami Leigh: Ophelia (voice)
Mary Faber: Miss Lurleen / Texas Lady / Pageant Lady / PA Voice (voice)
Kyla Pratt: Book Girl / Volcano Kid / Festival Kid #1 / Peggy (voice)
Charlet Chung: Girlfriend / Festival Kid #2 / Girl on Beach (voice)
Kyle Chapple: Proposing Guy / Jerk on Beach / Truck Driver (voice)
Griffin Burns: Dorky Boy (voice)
Ted Evans: Pongo (voice)
Ava Luna Floisand: Corny Girl (voice)
Peter James King: Vendeur (voice)
Keina 'Bryce' Boone: 
"
39,40,My Love,"$114,016,434","$86,252",<0.1%,"$113,930,182",99.9%,tt0874952,104522.0,"Alexandra Zhivova: (voice)
Yevgeniya Kryukova: (voice)
Nina Ruslanova: (voice)
Sergey Garmash: (voice)
Aleksandr Palamishev: (voice)
Oleg Scherbinin: (voice)
Aleksandr Oleshko: (voice)
"
40,41,Clifford the Big Red Dog,"$106,252,356","$48,947,356",46.1%,"$57,305,000",53.9%,tt2397461,585245.0,"Darby Camp: Emily Elizabeth
Jack Whitehall: Casey
Izaac Wang: Owen Yu
John Cleese: Mr. Bridwell
Tony Hale: Zack Tieran
David Alan Grier: Packard
Paul Rodríguez: Sanchez
Horatio Sanz: Raul
Sienna Guillory: Maggie
Rosie Perez: Lucille
Kenan Thompson: Vet
Jessica Keenan Wynn: Colette
Russell Wong: Mr. Yu
Karen Lynn Gorney: Mrs. McKinley
Melanie Chandra: Susan
Russell Peters: Malik
Kevin McCormick: Head of Security
Yasha Jackson: Actor
Siobhan Fallon Hogan: Petra
Alex Moffat: Albert
Tovah Feldshuh: Mrs. Crullerman
Keith Ewell: Mr. Jarvis
Bear Allen-Blaine: Mrs. Jarvis
Ty Jones: Police Chief Watkins
"
41,42,Wrath of Man,"$103,966,489","$27,466,489",26.4%,"$76,500,000",73.6%,tt11083552,637649.0,"Jason Statham: H
Holt McCallany: Bullet
Scott Eastwood: Jan
Jeffrey Donovan: Jackson
Josh Hartnett: Boy Sweat Dave
Eddie Marsan: Terry
Andy García: Agent King
Laz Alonso: Carlos
Darrell D'Silva: Mike
Babs Olusanmokun: Moggy
Deobia Oparei: Brad
Chris Reilly: Tim
Niamh Algar: Dana
Raúl Castillo: Sam
Alex Ferns: Sticky John
Post Malone: Robber
Lyne Renee: Kirsty
Rocci Williams: Hollow Bob
Anthony Molinari: Robber
Tadhg Murphy: Shirley
Matthew Illesley: Jackson's Son
Rebecca Calder: Amy
Jason Wong: FBI Agent Okey
Alessandro Babalola: Stuart
Eli Brown: Dougie
Cameron Jack: Brendan
Montana Manning: Anna
Josh Cowdery: Hubbard
Eve Macklin: Jane
Fernando Martinez: Chef
Stevee Davies: Hotel Receptionist
James Warren: Heavy #1
Sam Shoubber: Wealthy Arab
Daniel Joseph Woolf: Bar Punter
Leonardo Lacaria: Bar Customer
Khalid Ghajji: Officer
Anthony Elfonzia: Security Guard
Martin Bratanov: Office Manager
Phoebe Farnham: Jackson's Daughter
Mark Shrimpton: Armourer's Assistant
Dee Pearce: 
Cain Aiden: Stadium Goer
Stephanie Mae: Nurse
Christian Sanderson: Hotel Guest
Luke Lynch: Pool Player (uncredited)
Rob Delaney: Boss Blake Halls
Puneet Tyagi: Sam
Gerald Tyler: Armourer
"
42,43,Detective Conan: The Scarlet Bullet,"$95,580,715",-,-,"$95,580,715",100%,tt12093860,662638.0,"Minami Takayama: Conan Edogawa (voice)
Kappei Yamaguchi: Shinichi Kudo (voice)
Wakana Yamazaki: Ran Mouri (voice)
Rikiya Koyama: Kogoro Mouri (voice)
Naoko Matsui: Sonoko Suzuki (voice)
Fumio Matsuoka: Shiro Suzuki (voice)
Kenichi Ogata: Hiroshi Agasa (voice)
Megumi Hayashibara: Ai Haibara (voice)
Yukiko Iwai: Ayumi Yoshida (voice)
Ikue Otani: Mitsuhiko Tsuburaya (voice)
Wataru Takagi: Genta Kojima (voice)
Ryotaro Okiayu: Subaru Okiya (voice)
Shuuichi Ikeda: Shuichi Akai (voice)
Atsuko Tanaka: Mary Sera (voice)
Noriko Hidaka: Masumi Sera (voice)
Toshiyuki Morikawa: Shukichi Haneda (voice)
Yuu Sugimoto: Yumi Miyamoto (voice)
Miyuki Ichijou: Jodie Starling (voice)
Takaya Hashi: James Black (voice)
Kiyoyuki Yanada: Andre Camel (voice)
Minami Hamabe: Ellie Ishioka (voice)
Jeffrey Rowe: Mr. Morgan (voice)
"
43,44,Evangelion: 3.0+1.01 Thrice Upon a Time,"$92,246,218",-,-,"$92,246,218",100%,tt2458948,283566.0,"Megumi Ogata: Shinji Ikari (voice)
Yuko Miyamura: Asuka Shikinami Langley (voice)
Megumi Hayashibara: Rei Ayanami / Yui Ikari (voice)
Maaya Sakamoto: Mari Illustrious Makinami (voice)
Kotono Mitsuishi: Misato Katsuragi (voice)
Yuriko Yamaguchi: Ritsuko Akagi (voice)
Tomokazu Seki: Toji Suzuhara (voice)
Tetsuya Iwanaga: Kensuke Aida (voice)
Junko Iwao: Hikari Horaki (voice)
Miki Nagasawa: Maya Ibuki (voice)
Koki Uchiyama: Ryōji Kaji (voice)
Fumihiko Tachiki: Gendo Ikari (voice)
Motomu Kiyokawa: Kozo Fuyutsuki (voice)
Akira Ishida: Kaworu Nagisa (voice)
Koichi Yamadera: Ryoji Kaji (voice)
Ryunosuke Kamiki: Shinji Ikari (voice)
Mariya Ise: Midori Kitakami (voice)
Miyuki Sawashiro: Sakura Suzuhara (voice)
Takehito Koyasu: Shigeru Aoba (voice)
Akio Otsuka: Koji Takao (voice)
Anri Katsu: Hideki Tama (voice)
Hiro Yuuki: Makoto Hyuga (voice)
Sayaka Ohara: Sumire Nagara (voice)
"
44,45,End Game,"$91,824,961","$23,149",<0.1%,"$91,801,812",100%,tt0415778,9727.0,"Cuba Gooding Jr.: Alex Thomas
Angie Harmon: Kate Crawford
James Woods: Vaughn Stevens
Patrick Fabian: Brian Martin
Peter Greene: Jack Baldwin
Jack Scalia: The President
Anne Archer: The First Lady
David Selby: Shakey Fuller
Burt Reynolds: General Montgomery
Sarah Ann Schultz: Janice Frost
Todd Jensen: Agent Smith
Brian Presley: Billy Bergoon
Benito Martinez: Ramsey
Patrick Treadway: Lewis Detimore
Yuji Okumoto: Doctor Lee
Troy Brown: Cop #2
Jared Wagner: Boy walking (uncredited)
Eddie J. Fernandez: Cop #1
"
45,46,Old,"$90,146,510","$48,276,510",53.6%,"$41,870,000",46.4%,tt10954652,631843.0,"Gael García Bernal: Guy
Vicky Krieps: Prisca
Rufus Sewell: Charles
Alex Wolff: Trent Aged 15
Thomasin McKenzie: Maddox Aged 16
Abbey Lee: Chrystal
Nikki Amuka-Bird: Patricia
Ken Leung: Jarin
Eliza Scanlen: Kara Aged 15
Aaron Pierre: Mid-Sized Sedan
Embeth Davidtz: Adult Maddox
Emun Elliott: Adult Trent
Alexa Swinton: Maddox Aged 11
Gustaf Hammarsten: Resort Manager
Kathleen Chalfant: Agnes
Francesca Eastwood: Madrid
Nolan River: Trent Aged 6
Luca Faustino Rodriguez: Trent Aged 11
Mikaya Fisher: Kara Aged 11
Kailen Jude: Idlib
M. Night Shyamalan: Hotel Van Driver
Matthew Shear: Sidney
Daniel Ison: Greg Mitchell
Jeffrey Holsman: Mr. Brody
Margaux Da Silva: Scientist
John Twohy: CIA Agent
Kylie Begley: Kara Aged 6
Emma Jonnz: Sabrina (uncredited)
"
46,47,Mortal Kombat,"$83,726,031","$42,326,031",50.6%,"$41,400,000",49.4%,tt0293429,460465.0,"Lewis Tan: Cole Young
Jessica McNamee: Sonya Blade
Josh Lawson: Kano
Joe Taslim: Bi-Han / Sub-Zero
Mehcad Brooks: Jax Briggs
Matilda Kimber: Emily Young
Laura Brent: Allison Young
Tadanobu Asano: Lord Raiden
Hiroyuki Sanada: Hanzo Hasashi / Scorpion
Chin Han: Shang Tsung
Ludi Lin: Liu Kang
Max Huang: Kung Lao
Sisi Stringer: Mileena
Melanie Jarnson: Nitara
Nathan Jones: Reiko
Daniel Nelson: Kabal
Ian Streetz: Ramirez
Yukiko Shinohara: Harumi Hasashi
Ren Miyagawa: Satoshi 'Jubei' Hasashi
Mia Hall: Hasashi's Baby
David Field: Referee
Kris McQuade: Cargo Plane Pilot
Angus Sampson: Goro (voice)
Alice Nassery: Shang Tsung Elite Guard
Damon Herriman: Kabal (voice)
Mike Foenander: Audience Fight Scene (uncredited)
Michael Coward: Bar Straggler (uncredited)
Garreth Hadfield: Lin Kuei Assassin (uncredited)
Bingchen Ye: Temple Monk (uncredited)
Isaac Bernauer: Lin Kuei Assassin (uncredited)
David Chea: Lin Kuei Assassin (uncredited)
Yasushi Asaya: Lin Kuei Assassin (uncredited)
"
47,48,Boonie Bears: The Wild Life,"$77,997,833",-,-,"$77,997,833",100%,tt11654032,796039.0,"Chris Boike: 
Nikki Stinson: 
Tan Xiao: 
Zhang Wei: 
Bingjun Zhang: 
"
48,49,Candyman,"$77,411,570","$61,186,570",79%,"$16,225,000",21%,tt0103919,9529.0,"Virginia Madsen: Helen Lyle
Tony Todd: The Candyman / Daniel Robitaille
Xander Berkeley: Trevor Lyle
Kasi Lemmons: Bernadette 'Bernie' Walsh
Vanessa Williams: Anne-Marie McCoy
DeJuan Guy: Jake
Marianna Elliott: Clara
Ted Raimi: Billy
Ria Pavia: Monica
Eric Edwards: Harold
Carolyn Lowery: Stacey
Michael Culkin: Professor Philip Purcell
Bernard Rose: Archie Walsh
Rusty Schwimmer: Policewoman
Mika Quintard: T.V. Reporter
Mark Daniels: Student
Lisa Ann Poggi: Diane
Adam Philipson: Danny
Barbara Alston: Henrietta Mosely
Sarina C. Grant: Kitty Culver
Latesha Martin: Baby Anthony
Lanesha Martin: Baby Anthony
Glenda Starr Kelly: Crying Mother
Kenneth A. Brown: Castrated Boy
Caesar Brown: Tough Guy
Terrence Riggins: Gang Leader
Gilbert Lewis: Detective Frank Valento
Baxter Harris: Detective
John Rensenhouse: Attorney
Doug MacHugh: 1st Orderly
Carol Harris: 2nd Orderly
Stanley DeSantis: Dr. Burke
Diane Peterson: Nurse
Michael Laren: Priest
"
49,50,The Forever Purge,"$76,994,245","$44,539,245",57.8%,"$32,455,000",42.2%,tt10327252,602223.0,"Ana de la Reguera: Adela
Tenoch Huerta: Juan
Josh Lucas: Dylan Tucker
Leven Rambin: Harper Tucker
Cassidy Freeman: Emma Kate
Alejandro Edda: T.T.
Will Patton: Caleb Tucker
Susie Abromeit: Mrs. Hardin
Anthony Molinari: Merc
Will Brittain: Kirk
Sammi Rotibi: Darius
Mark Krenik: NFFA Soldier
Gregory Zaragoza: Xavier
Brett Edwards: Lead Merc
Gary Nohealii: Joaquin
Jeffrey Doornbos: Elijah
Edward Gelhaus: 
Keenan Henson: 
Erin Dinsmore: Conor
Baker Wiles: Anti-Purge Protestor
Kat Smith: 
Emily Trujillo: Maria
Yomary Cruz: Latinx Anchor
Willow Beuoy: Ally
Patrick Zapata: Vampire
Richard Allan Jones: Gun Store Owner
Patricio Doren: Coyote
Patrick Millin: Sheriff Deputy
Scott Douglas MacLachlan: Gun Store Customer
Harrison Meloeny: Dancing Thing #2
Louie Novoa: Aid worker
Veronica Falcón: Lydia
Joshua Dov: Dalton Levay
Richard Allan Jones: 
Patricio Doren: 
Willow Beuoy: 
Michael Aboujaoude: 
David Fencl: 
Zahn McClarnon: Chiago
Carol Cantu: Lupita
Dan Mast: Chose 2
"
50,51,1921,"$75,159,828",-,-,"$75,159,828",100%,tt6958030,492181.0,"Zareen Khan: Rose
Karan Kundra: Ayush
Vikram Bhatt: Mr. Wadia
Angela Krislinzki: Mehar Wadia / Dina Shaw
Nidhi Chitrakar: Nafisa
Aradhya Taing: Vasudha
Manjit Singh: 
Neil Broome: Mr. Jerkins
Grace Hendy: Julia
Neil Hurst: Doctor
Rohit KaduDeshmukh: Co-Producer
"
51,52,West Side Story,"$73,773,713","$38,271,167",51.9%,"$35,502,546",48.1%,tt0055614,1725.0,"Natalie Wood: Maria
Richard Beymer: Tony
Russ Tamblyn: Riff
Rita Moreno: Anita
George Chakiris: Bernardo
Simon Oakland: Lieutenant Schrank
Ned Glass: Doc
William Bramley: Officer Krupke
Tucker Smith: Ice
Tony Mordente: Action
David Winters: A-Rab
Eliot Feld: Baby John
Bert Michaels: Snowboy
David Bean: Tiger
Robert Banas: Joyboy
Scooter Teague: Big Deal
Harvey Evans: Mouthpiece
Tommy Abbott: Gee-Tar
Susan Oakes: Anybodys
Gina Trikonis: Graziella
Carole D'Andrea: Velma
Jose De Vega: Chino
Jay Norman: Pepe
Gus Trikonis: Indio
Eddie Verso: Juano
Jaime Rogers: Loco
Larry Roquemore: Rocco
Robert E. Thompson: Luis
Nick Navarro: Toro
Rudy Del Campo: Del Campo
Andre Tayir: Chile
Yvonne Othon: Consuelo
Suzie Kaye: Rosalia
Joanne Miya: Francisca
Martin Abrahams: Kid on Bicycle (uncredited)
John Angelo: Dancer (uncredited)
John Astin: Glad Hand (uncredited)
Francesca Bellini: Debb, Snowboy's Girlfriend (uncredited)
Jacqulin Cole: Dancer (uncredited)
Roy Goldman: Guest at Dance in the the Gym (uncredited)
Elaine Joyce: Hotsie, Tiger's Girlfriend (uncredited)
Priscilla Lopez: Child (uncredited)
Lou Ruggiero: Police Officer (uncredited)
Penny Santon: Madam Lucia (uncredited)
Pat Tribble: Minnie, Baby John's Girlfriend (uncredited)
Gary Troy: Dancer (uncredited)
Marni Nixon: Maria (Singing Voice)
"
52,53,Hitman's Wife's Bodyguard,"$70,060,492","$38,014,727",54.3%,"$32,045,765",45.7%,tt8385148,522931.0,"Ryan Reynolds: Michael Bryce
Samuel L. Jackson: Darius Kincaid
Salma Hayek: Sonia Kincaid
Antonio Banderas: Aristotle Papdopolous
Morgan Freeman: Senior
Frank Grillo: Bobby O'Neill
Caroline Goodall: Crowley
Rebecca Front: Therapist
Gabriella Wright: Veronika
Alice McMillan: Ailso
Kristofer Kamiyasu: Zento
Tom Hopper: Magnusson
Blake Ritson: Gunther
Richard E. Grant: Seifert
Stewart Alexander: Awards Presenter
Tsuwayuki Saotome: Kurosawa
Noortje Herlaar: ICC Court Clerk
Mikhail Gorevoy: Livitin
Georgie Glen: ICC Lead Judge
Barry Atsma: Moreno
Tine Joustra: Renata Casoria
Gary Oldman: Vladislav Dukhovic (archive footage)
Mariana Vekilska: Reporter #4
Brian Caspe: Walter Fiscer
Danko Jordanov: Fiscer Security
Simón Andreu: Lawyer
Sergio Torrico: Security Guard
Ahmet Mehmet: Weapon Dealer
Roy Hill: Reporter #2
Sabrina Hill: Reporter #1
Didi Anderson: Interpol Agent (Detainment)
Ivan Đuričić: Interpol Agent #2
Miltos Yerolemou: Carlo
Genko Ivanov: Torturer
Nikola Ceran: String Quartet
Tin Matijević: String Quartet
Martina Drakulić: String Quartet
Petra Kušan: String Quartet
Patrick Hughes: Bouncer
Vasil Yordanov: Italian Agent #3
Dragan Mićanović: Vladimir
Genevieve Barker: French Girlfriend
Adrian Fekete: Russian Mobster
Cesare Taurasi: Italian Agent #1
James McFay: Italian Agent #2
Tomi May: Russian Gangster
Mislav Čavajda: Interpol Agent (Club)
Jonas Talkington: Male Reporter
Mariana Hill: Female Reporter (voice)
Anna Maria Everett: Elena
Michael Aston: Giuseppe
Ivor Bagarič: Young Bryce
Csilla Barath Bastaić: Bryce's Mother
Russell De Rozario: Heavyset Man
Amar Bukvić: Guard
Enzo Squillino Jr.: Bartender
Jonny James: Johan
Venice Smith: Gary
Giulio Berruti: Yacht Guard
Antonio Scarpa: Italian Worker
Rodolfo Corsato: Dignitary
"
53,54,Jujutsu Kaisen 0: The Movie,"$67,305,482",-,-,"$67,305,482",100%,tt14331144,810693.0,"Megumi Ogata: Yuta Okkotsu (voice)
Kana Hanazawa: Rika Orimoto (voice)
Mikako Komatsu: Maki Zen'in (voice)
Koki Uchiyama: Toge Inumaki (voice)
Tomokazu Seki: Panda (voice)
Yuichi Nakamura: Satoru Gojo (voice)
Takahiro Sakurai: Suguru Geto (voice)
Mitsuo Iwata: Kiyotaka Ijichi (voice)
Takaya Kuroda: Masamichi Yaga (voice)
Koichi Yamadera: Miguel (voice)
Satsumi Matsuda: Nanako Hasaba (voice)
Risae Matsuda: Mimiko Hasaba (voice)
Shizuka Itoh: Manami Suda (voice)
Show Hayami: Larue (voice)
Kotono Mitsuishi: Mei Mei (voice)
Shin-ichiro Miki: Atsuya Kusakabe (voice)
Yuu Hayashi: Takuma Ino (voice)
Kenjiro Tsuda: Kento Nanami (voice)
Sora Tokui: Akari Nitta (voice)
Aya Endo: Shoko Ieiri (voice)
Subaru Kimura: Aoi Todo (voice)
Marina Inoue: Mai Zen'in (voice)
Chinatsu Akasaki: Kasumi Miwa (voice)
Rie Kugimiya: Momo Nishimiya (voice)
Satoshi Hino: Noritoshi Kamo (voice)
Yoshitsugu Matsuoka: Ultimate Mechamaru (voice)
"
